Field name,Reservoir unit,Country,Region,Tectonic regime,Onshore/offshore,Hydrocarbon type,Productive area,Period,Depositional system,Depositional environment,Lithology,Porosity type,Gross,Netpay,Porosity,Permeability,Structural setting,Trapping mechanism,Depth
TURTLE BAYOU,A-ZZ SANDS,USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS,7323.55,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,122.0,,16.0,DELTA,FOLD,731.7
TYRA,CHALK GROUP (TOR-EKOFISK),DENMARK,EUROPE,INVERSION,OFFSHORE,GAS-CONDENSATE,12448.8,CRETACEOUS-PALEOGENE,FORESLOPE,DEBRIS-FLOW,CHALK,INTERPARTICLE MICROPOROSITY,161.6,,35.0,,INVERSION,FOLD,1898.5
TYRA SE,CHALK GROUP (TOR-EKOFISK),DENMARK,EUROPE,INVERSION,OFFSHORE,GAS-CONDENSATE,,CRETACEOUS-PALEOGENE,FORESLOPE,DEBRIS-FLOW,CHALK,INTERPARTICLE MICROPOROSITY,,,35.0,,INVERSION,DEPOSITIONAL,2003.7
UBIT,AGBADA (BIAFRA),NIGERIA,AFRICA,GRAVITY,OFFSHORE,OIL,37050.0,NEOGENE,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,231.7,,27.0,2500.0,DELTA,FAULT,1373.5
UCHADZHI,SHATLYK,TURKMENISTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS,62540.4,CRETACEOUS,COASTAL,COASTAL PLAIN,SANDSTONE,PRIMARY INTERGRANULAR,,22.0,21.0,313.0,FORELAND,FOLD,2500.0
UCHKYR,XIV-1,UZBEKISTAN,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS,199274.66,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,29.9,7.0,16.0,65.0,INVERSION,EROSIONAL,1548.2
UCHKYR,XV-1,UZBEKISTAN,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS,,JURASSIC,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,VUGGY/MOLDIC,25.0,18.0,16.0,61.0,INVERSION,FOLD,1659.5
UCHKYR,XV-2,UZBEKISTAN,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS,,JURASSIC,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,VUGGY/MOLDIC,61.0,6.1,13.0,7.3,INVERSION,FOLD,1691.5
ULA,ULA,NORWAY,EUROPE,INVERSION,OFFSHORE,OIL,12201.8,JURASSIC,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,125.0,114.9,16.5,300.0,SALT,FOLD,3275.6
UMM AL DALKH,MISHRIF,UAE,MIDDLE EAST,GRAVITY,OFFSHORE,OIL,91390.0,CRETACEOUS,ORGANIC BUILDUP,SHELF-,LIMESTONE,VUGGY/MOLDIC,274.4,,23.0,57.0,SALT,FOLD,2286.6
UMM GUDAIR,MINAGISH,KUWAIT /NEUTRAL ZONE,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,103740.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,76.2,,22.0,245.0,FORELAND,FOLD,2667.7
UNITY,BENTIU-ARADEIBA-ZARQA-GHAZAL,SUDAN,AFRICA,EXTENSION,ONSHORE,OIL,17290.0,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,823.2,,27.0,1600.0,RIFT,FAULT,1524.4
UPANEMA,PENDENCIA,BRAZIL,LATIN AMERICA,EXTENSION,ONSHORE,OIL,4273.1,CRETACEOUS,LACUSTRINE,SUBLACUSTRINE FAN,SANDSTONE,SECONDARY INTERGRANULAR,,,18.0,30.0,RIFT,DEPOSITIONAL,1464.3
UPPER VALLEY,KAIBAB-TIMPOWEAP,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,8299.2,PERMIAN-TRIASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERCRYSTALLINE,76.2,9.1,11.0,21.0,FORELAND,FLUIDIC,1936.0
URENGOY,POKUR (PK1-6),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS,4199000.0,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,213.4,134.1,30.0,330.0,INTRACRATONIC,FOLD,1071.3
URIKHTAU,KT-I,KAZAKHSTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,17784.0,CARBONIFEROUS,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITIC LIMESTONE,INTERPARTICLE,425.0,79.9,12.0,140.0,SUB-SALT,FOLD,2527.4
URSA,ABOVE MAGENTA,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,17290.0,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,,,,,DELTA,EROSIONAL,3658.5
USA,AFONIN,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,50659.7,DEVONIAN,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,75.9,27.1,12.5,120.0,INVERSION,EROSIONAL,2991.8
UZEN,UNITS XIII-XVIII,KAZAKHSTAN,FORMER SOVIET UNION,INVERSION,ONSHORE,OIL,153140.0,JURASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,SECONDARY INTERGRANULAR,280.5,132.9,21.0,235.0,INVERSION,FOLD,1048.8
VACUUM,SAN ANDRES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERPARTICLE/INTERCRYSTALLINE,112.8,45.7,12.0,17.0,FORELAND,FOLD,1295.7
VAKH,NAUNAK,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,340860.0,JURASSIC,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,16.2,16.0,20.0,INTRACRATONIC,FOLD,2219.5
VALDEMAR,TUXEN-SOLA,DENMARK,EUROPE,INVERSION,OFFSHORE,OIL,59280.00000000001,CRETACEOUS,FORESLOPE,PELAGIC,CHALK,INTERPARTICLE MICROPOROSITY,85.4,76.2,25.0,0.5,INVERSION,FOLD,2153.4
VALHALL,HOD-TOR,NORWAY,EUROPE,INVERSION,OFFSHORE,OIL,17290.0,CRETACEOUS,FORESLOPE,DEBRIS-FLOW,CHALK,INTERPARTICLE MICROPOROSITY,146.3,125.0,35.0,2.0,INVERSION,FOLD,2331.7
VALHALLA,KASKAPAU (DOE CREEK I POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,83271.11,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,3.4,3.7,23.0,210.0,FORELAND,DEPOSITIONAL,750.0
VAREGAN,MEGION-VAREGAN (A5-B10),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,93366.0,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,,960.4,130.8,23.6,187.0,INTRACRATONIC,FOLD,1700.3
VEGA,SIRACUSA,ITALY,EUROPE,INVERSION,OFFSHORE,OIL,17290.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,VUGGY/BRECCIA,300.0,,10.0,,WRENCH,FAULT,2317.1
VENTURA AVENUE,REPETTO-PICO,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,26873.6,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,1829.3,,17.5,20.0,THRUST,FOLD,762.2
VENTURE,MIC MAC-MISSISAUGA,CANADA,NORTH AMERICA,GRAVITY,OFFSHORE,GAS,18310.11,JURASSIC-CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,1600.3,152.4,14.0,30.0,PASSIVE MARGIN,FOLD,4338.7
VERKHNECHONA,DANILOV (PREOBRAZHEN HZ),RUSSIA,FORMER SOVIET UNION,INVERSION,ONSHORE,OIL,105592.5,PROTEROZOIC-CAMBRIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,INTERCRYSTALLINE,14.0,10.1,11.0,83.0,INVERSION,FOLD,1540.2
VERKHNECHONA,NEPA (VCH1-VCH2),RUSSIA,FORMER SOVIET UNION,INVERSION,ONSHORE,OIL,258115.0,PROTEROZOIC,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,61.0,7.6,10.0,209.0,INVERSION,FOLD,1590.2
VERKHNEVILYUY,KHARYSTAN,RUSSIA,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS-CONDENSATE,,PROTEROZOIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,24.4,,12.0,100.0,INVERSION,FOLD,2190.5
VERKHNEVILYUY,VILYUCHAN,RUSSIA,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS-CONDENSATE,,PROTEROZOIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,,,14.0,14.0,INVERSION,FOLD,2465.5
VERKHNEVILYUY,YURYAKH,RUSSIA,FORMER SOVIET UNION,INVERSION,ONSHORE,GAS-CONDENSATE,,CAMBRIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/CAVERNOUS,70.1,,8.0,,INVERSION,FOLD,1570.4
VERMEJO-MOORE HOOPER,FUSSELMAN-WINK,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,29640.0,SILURIAN,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,VUGGY/CAVERNOUS,38.7,10.4,5.0,5.0,FORELAND,FOLD,5617.4
VERMELHO,CARAPEBUS (B SANDSTONE),BRAZIL,LATIN AMERICA,GRAVITY,OFFSHORE,OIL,10966.8,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,500.0,,24.4,700.0,SALT,FAULT,2660.7
VESLEFRIKK,BRENT,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,11115.0,JURASSIC,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,130.2,85.1,18.0,800.0,RIFT,EROSIONAL,2575.3
VESLEFRIKK,DUNLIN (INTRA DUNLIN SAND),NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,11115.0,JURASSIC,COASTAL,ESTUARY,SANDSTONE,PRIMARY INTERGRANULAR,17.4,7.9,22.0,200.0,RIFT,EROSIONAL,2845.4
VICTOR,LEMAN SANDSTONE,UK,EUROPE,INVERSION,OFFSHORE,GAS,13585.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,114.3,112.5,16.0,52.0,SUB-SALT,FAULT,2492.4
VICTORY,LANSING-KANSAS CITY,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,5779.8,CARBONIFEROUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,45.7,3.0,22.0,85.0,FORELAND,FOLD,1242.4
VIKING,LEMAN SANDSTONE,UK,EUROPE,INVERSION,OFFSHORE,GAS,33592.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,152.4,,20.0,20.0,SUB-SALT,FAULT,2540.5
VILLEPERDUE,DALLE NACREE,FRANCE,EUROPE,EXTENSION,ONSHORE,OIL,39520.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,22.9,18.3,14.0,10.0,INTRACRATONIC,DEPOSITIONAL,1826.2
VIRDEN,LODGEPOLE,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,101270.0,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,LIMESTONE,VUGGY/MOLDIC,100.6,6.1,10.0,35.0,INTRACRATONIC,EROSIONAL,583.8
VUKTYL,UNNAMED,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS-CONDENSATE,201305.0,CARBONIFEROUS-PERMIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,LIMESTONE,INTERCRYSTALLINE,,170.1,11.0,10.0,THRUST,FOLD,1956.7
WAFRA,MINAGISH,NEUTRAL ZONE,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,74100.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,198.2,61.0,21.5,100.0,FORELAND,FOLD,2006.1
WALIO,KAIS,INDONESIA,FAR EAST,COMPRESSION,ONSHORE,OIL,8546.2,NEOGENE,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,LIMESTONE,INTERCRYSTALLINE/CHALKY MICROPOROSITY,,31.4,23.0,7.0,FORELAND,DEPOSITIONAL,735.1
WALKER CREEK,SMACKOVER,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,46930.00000000001,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,,24.4,11.0,30.0,PASSIVE MARGIN,DEPOSITIONAL,3248.2
WANDOO,M. AUSTRALIS,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,3828.5,CRETACEOUS,COASTAL,ESTUARY,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,50.0,29.9,32.0,7500.0,RIFT,FAULT,505.2
WANGCHANG,QIANJIANG,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,20254.0,PALEOGENE,LACUSTRINE,SUBLACUSTRINE FAN,SANDSTONE,SECONDARY INTERGRANULAR,1798.8,8.5,18.3,386.0,RIFT,FOLD,738.1
WANGZHUANG,TAISHAN,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,1464.71,ARCHEAN,BASEMENT,NOT APPLICABLE,BASEMENT,FRACTURE,200.0,57.9,1.8,7.8,RIFT,EROSIONAL,1472.3
WAR-WINK SOUTH,BONE SPRING (3RD SANDSTONE),USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,26676.0,PERMIAN,DEEP MARINE,SUBMARINE FAN CHANNEL,SILTSTONE,PRIMARY INTERGRANULAR,25.6,7.9,10.0,0.5,FORELAND,DEPOSITIONAL,3428.4
WASSON,SAN ANDRES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,135850.0,PERMIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,MICRO-INTERCRYSTALLINE,,,12.0,5.0,FORELAND,DEPOSITIONAL,1414.6
WATERTON,RUNDLE-WABAMUN (A POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,31462.86,DEVONIAN-CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,716.5,43.3,4.0,0.6,SUB-THRUST,FOLD,2469.5
WATTENBERG,J SANDSTONE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,1586975.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,,6.1,10.0,0.0,FORELAND,FLUIDIC,2317.1
WEEKS ISLAND,S SAND (RESERVOIR B) OR S RB,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,1852.5,NEOGENE,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,67.4,56.7,26.0,3500.0,SALT,FOLD,3536.6
WEIGANG,HETAOYUAN,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,8027.500000000001,PALEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,22.0,331.0,RIFT,FAULT,1208.2
WEIYUAN,DENGYING,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,131774.5,PROTEROZOIC,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/CAVERNOUS,650.3,28.0,1.8,0.2,FORELAND,FOLD,2891.8
WELL DRAW,MESAVERDE (TEAPOT SAND),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,189300.8,CRETACEOUS,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,33.5,5.2,14.0,4.3,FORELAND,DEPOSITIONAL,1941.2
WEMBLEY,HALFWAY,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,69999.8,TRIASSIC,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,24.4,6.7,10.2,60.0,FORELAND,DEPOSITIONAL,1867.4
WENMINGZHAI,SHAHEJIE,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,4223.700000000002,PALEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,2000.6,46.6,25.0,420.0,RIFT,FAULT,1360.4
WEST BRANCH,DUNDEE,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE,OIL,8966.1,DEVONIAN,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,54.9,8.5,10.5,4.0,INTRACRATONIC,FOLD,789.6
WEST CHEYENNE,UPPER MORROW (PURYEAR),USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,22353.5,CARBONIFEROUS,COASTAL,MARINE FAN-DELTA,CONGLOMERATE,SECONDARY INTRAGRANULAR,14.0,7.0,13.0,0.4,FORELAND,DEPOSITIONAL,4420.7
WEST EDMOND,FRISCO (HUNTON),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,78052.0,DEVONIAN,ORGANIC BUILDUP,MUD MOUND,LIMESTONE,VUGGY/CHANNEL,,19.8,7.0,3.0,FORELAND,EROSIONAL,1960.4
WEST HACKBERRY,FRIO,USA,NORTH AMERICA,GRAVITY,ONSHORE,OIL,32110.0,PALEOGENE,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,241.5,,26.0,,DELTA,FOLD,2134.1
WEST KINGFISH,LATROBE,AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,,PALEOGENE,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,,,19.0,1000.0,INVERSION,EROSIONAL,2163.4
WEST LINAPACAN A,LINAPACAN LIMESTONE,PHILIPPINES,FAR EAST,INVERSION,OFFSHORE,OIL,10868.0,NEOGENE,FORESLOPE,DEBRIS-FLOW,LIMESTONE,INTRAPARTICLE/CHALKY MICROPOROSITY,,,14.0,,WRENCH,FOLD,1308.5
WEST PEMBINA,NISKU (BIGORAY C POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,543.4000000000002,DEVONIAN,ORGANIC BUILDUP,PINNACLE REEF,LIMESTONE,INTERPARTICLE/INTRASKELETAL,97.0,47.9,6.7,278.0,FORELAND,DEPOSITIONAL,2424.1
WEST PEMBINA,NISKU (BRAZEAU RIVER B POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,548.34,DEVONIAN,ORGANIC BUILDUP,PINNACLE REEF,LIMESTONE,INTERPARTICLE/INTRASKELETAL,100.0,,7.0,444.0,FORELAND,DEPOSITIONAL,2955.8
WEST PEMBINA,NISKU (PEMBINA L POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,1336.27,DEVONIAN,ORGANIC BUILDUP,PINNACLE REEF,DOLOMITE,VUGGY/MOLDIC,71.0,50.9,11.8,1407.0,FORELAND,DEPOSITIONAL,2837.2
WEST PEMBINA,NISKU (WEST PEMBINA A POOL),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,390.26,DEVONIAN,ORGANIC BUILDUP,PINNACLE REEF,DOLOMITE,VUGGY/MOLDIC,100.0,,8.0,361.0,FORELAND,DEPOSITIONAL,2880.8
WEST PUERTO CHIQUITO,NIOBRARA (UPPER MANCOS SHALE),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,197600.0,CRETACEOUS,DEEP MARINE,MUD-RICH SLOPE,SHALE,FRACTURE,82.3,19.8,,,FORELAND,DIAGENETIC,1524.4
WEST SAK,WEST SAK,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,410020.00000000006,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,91.5,18.0,29.0,140.0,FORELAND,FAULT,609.8
WEST SEMINOLE,SAN ANDRES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,6871.540000000001,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERPARTICLE,182.9,12.2,9.9,9.0,FORELAND,FOLD,1466.5
WEST SENO,UNNAMED,INDONESIA,FAR EAST,GRAVITY,OFFSHORE,OIL,42731.0,NEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,762.2,,24.4,279.0,BACKARC,FOLD,865.9
WEST SOLE,LEMAN SANDSTONE,UK,EUROPE,INVERSION,OFFSHORE,GAS,41990.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,129.0,,12.3,1.0,SUB-SALT,FOLD,2672.0
WEST SURGUT,MEGION (UNIT BC10),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,167960.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,,8.5,23.0,114.0,INTRACRATONIC,FOLD,2263.4
WEST SURGUT,VARTOV (UNIT BC1-4),RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,92131.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,,5.5,27.0,560.0,INTRACRATONIC,FOLD,2038.4
WEST TEBUK,F2-F0,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,21983.0,DEVONIAN,ORGANIC BUILDUP,SHELF-,LIMESTONE,CAVERNOUS,298.8,61.0,12.0,200.0,INVERSION,DEPOSITIONAL,1064.9
WEST TEBUK,STRATA IIB-III,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,22477.0,DEVONIAN,COASTAL,TIDAL FLAT,SANDSTONE,PRIMARY INTERGRANULAR,,18.0,19.0,500.0,INVERSION,DEPOSITIONAL,1869.5
WESTHOPE SOUTH,CHARLES,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,14029.6,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITIC LIMESTONE,INTERCRYSTALLINE,13.1,4.7,10.0,2.6,INTRACRATONIC,EROSIONAL,998.5
WESTHOPE SOUTH,SPEARFISH,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,14029.6,TRIASSIC,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,13.1,4.7,14.0,13.5,INTRACRATONIC,EROSIONAL,998.5
WEYBURN,CHARLES (MIDALE BEDS),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,109816.2,CARBONIFEROUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,INTERCRYSTALLINE/INTERPARTICLE,25.0,10.1,15.0,10.0,INTRACRATONIC,EROSIONAL,1311.0
WHITE ROSE,AVALON (SOUTH POOL),CANADA,NORTH AMERICA,EXTENSION,OFFSHORE,OIL,11115.0,CRETACEOUS,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,300.0,100.0,15.0,127.0,RIFT,FAULT,2695.7
WHITNEY CANYON-CARTER CREEK,MISSION CANYON,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,39767.0,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,228.7,79.6,7.0,1.0,SUB-THRUST,FOLD,4054.9
WIDURI,TALANG AKAR,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,18525.0,PALEOGENE-NEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,99.1,59.5,29.0,,BACKARC,DEPOSITIONAL,977.1
WILBURTON,ARBUCKLE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,11065.6,CAMBRIAN-ORDOVICIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,FRACTURE/BRECCIA,686.0,76.2,1.1,0.0,THRUST,FOLD,3920.7
WILMINGTON,PUENTE-REPETTO (RANGER),USA,NORTH AMERICA,INVERSION,ONSHORE,OIL,33345.0,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,182.9,67.1,32.0,,WRENCH,FOLD,704.3
WILSON CREEK,MORRISON (SALT WASH),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,9880.0,JURASSIC,COASTAL,BARRIER-ISLAND,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,91.5,,16.0,11.0,THRUST,FOLD,2012.2
WOLONGHE,HUANGLONG,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,64467.00000000001,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/BRECCIA,29.9,10.1,6.0,0.2,THRUST,FOLD,3731.7
WOLONGHE,JIALINGJIANG,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,63232.00000000001,TRIASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,VUGGY/INTERCRYSTALLINE,79.3,,5.0,0.1,THRUST,FOLD,1238.4
WOLONGHE,MAOKOU,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,9139.0,PERMIAN,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,LIMESTONE,FRACTURE,179.9,,0.8,,THRUST,FOLD,3250.6
WUBAITI,HUANGLONG,CHINA,FAR EAST,COMPRESSION,ONSHORE,GAS,98553.0,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/BRECCIA,29.9,24.1,6.0,0.8,THRUST,FOLD,4201.2
WYTCH FARM,SHERWOOD,UK,EUROPE,INVERSION,ONSHORE-OFFSHORE,OIL,21983.0,TRIASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,160.1,45.7,18.0,100.0,RIFT,FAULT,1510.4
XIAOJI,KONGDIAN-1,CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,4260.75,PALEOGENE,FLUVIAL,ALLUVIAL FAN,SANDSTONE,SECONDARY INTRAGRANULAR,375.0,38.1,15.6,83.0,RIFT,FAULT,2667.7
XINGLONGTAI,SHAHEJIE (XINGLONGTAI),CHINA,FAR EAST,EXTENSION,ONSHORE,OIL,61750.00000000001,PALEOGENE,LACUSTRINE,LACUSTRINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,274.4,13.7,18.0,1800.0,RIFT,FOLD,1707.3
